project,bug_id,revision,test_id,label,granularity,mean_test_runtime_seconds,std_test_runtime_seconds,min_test_runtime_seconds,max_test_runtime_seconds,mean_coverage_ratio,std_coverage_ratio,min_coverage_ratio,max_coverage_ratio,mean_covered_line_count,std_covered_line_count,min_covered_line_count,max_covered_line_count,mean_changed_line_coverage_ratio,std_changed_line_coverage_ratio,min_changed_line_coverage_ratio,max_changed_line_coverage_ratio,mean_executed_file_count,std_executed_file_count,min_executed_file_count,max_executed_file_count,mean_executed_function_count,std_executed_function_count,min_executed_function_count,max_executed_function_count,mean_changed_file_coverage_ratio,std_changed_file_coverage_ratio,min_changed_file_coverage_ratio,max_changed_file_coverage_ratio,pass_rate,n_triggering_tests,meta_workspace,meta_source_test_ids
youtube-dl,23,buggy,__aggregate__,1,revision_aggregate,0.013,0.0,0.013,0.013,0.2704242393688084,0.0,0.2704242393688084,0.2704242393688084,10728.0,0.0,10728.0,10728.0,0.0,0.0,0.0,0.0,456.0,0.0,456.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_23_buggy,test_js_to_json_edgecases
youtube-dl,23,fixed,__aggregate__,0,revision_aggregate,0.001,0.0,0.001,0.001,0.2707771419928915,0.0,0.2707771419928915,0.2707771419928915,10742.0,0.0,10742.0,10742.0,0.0,0.0,0.0,0.0,456.0,0.0,456.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_23_fixed,test_js_to_json_edgecases
youtube-dl,24,buggy,__aggregate__,1,revision_aggregate,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_24_buggy,test_match_filter
youtube-dl,24,fixed,__aggregate__,0,revision_aggregate,0.184,0.0,0.184,0.184,0.283136985577685,0.0,0.283136985577685,0.283136985577685,10719.0,0.0,10719.0,10719.0,0.0,0.0,0.0,0.0,448.0,0.0,448.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_24_fixed,test_match_filter
youtube-dl,25,buggy,__aggregate__,1,revision_aggregate,0.018,0.0,0.018,0.018,0.2723038141166155,0.0,0.2723038141166155,0.2723038141166155,9938.0,0.0,9938.0,9938.0,0.0,0.0,0.0,0.0,439.0,0.0,439.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_25_buggy,test_js_to_json_realworld
youtube-dl,25,fixed,__aggregate__,0,revision_aggregate,0.002,0.0,0.002,0.002,0.2722490135905304,0.0,0.2722490135905304,0.2722490135905304,9936.0,0.0,9936.0,9936.0,0.0,0.0,0.0,0.0,439.0,0.0,439.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_25_fixed,test_js_to_json_realworld
youtube-dl,26,buggy,__aggregate__,1,revision_aggregate,0.01,0.0,0.01,0.01,0.2725888470709914,0.0,0.2725888470709914,0.2725888470709914,9488.0,0.0,9488.0,9488.0,0.0,0.0,0.0,0.0,422.0,0.0,422.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_26_buggy,test_js_to_json_realworld
youtube-dl,26,fixed,__aggregate__,0,revision_aggregate,0.002,0.0,0.002,0.002,0.2725313873646106,0.0,0.2725313873646106,0.2725313873646106,9486.0,0.0,9486.0,9486.0,0.0,0.0,0.0,0.0,422.0,0.0,422.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_26_fixed,test_js_to_json_realworld
youtube-dl,3,buggy,__aggregate__,1,revision_aggregate,0.01,0.0,0.01,0.01,0.2680007480830372,0.0,0.2680007480830372,0.2680007480830372,11464.0,0.0,11464.0,11464.0,0.0,0.0,0.0,0.0,472.0,0.0,472.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_3_buggy,test_unescape_html
youtube-dl,3,fixed,__aggregate__,0,revision_aggregate,0.001,0.0,0.001,0.001,0.2680475032728633,0.0,0.2680475032728633,0.2680475032728633,11466.0,0.0,11466.0,11466.0,0.0,0.0,0.0,0.0,472.0,0.0,472.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_3_fixed,test_unescape_html
youtube-dl,32,buggy,__aggregate__,1,revision_aggregate,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,0.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_32_buggy,test_strip_jsonp
youtube-dl,32,fixed,__aggregate__,0,revision_aggregate,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,0.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_32_fixed,test_strip_jsonp
youtube-dl,33,buggy,__aggregate__,1,revision_aggregate,0.013,0.0,0.013,0.013,0.2787260616153205,0.0,0.2787260616153205,0.2787260616153205,5356.0,0.0,5356.0,5356.0,0.8181818181818182,0.0,0.8181818181818182,0.8181818181818182,298.0,0.0,298.0,298.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_33_buggy,test_parse_iso8601
youtube-dl,33,fixed,__aggregate__,0,revision_aggregate,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_33_fixed,test_parse_iso8601
youtube-dl,37,buggy,__aggregate__,1,revision_aggregate,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,0.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_37_buggy,test_uppercase_escpae
youtube-dl,37,fixed,__aggregate__,0,revision_aggregate,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,0.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_37_fixed,test_uppercase_escpae
youtube-dl,39,buggy,__aggregate__,1,revision_aggregate,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_39_buggy,test_limit_length
youtube-dl,39,fixed,__aggregate__,0,revision_aggregate,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_39_fixed,test_limit_length
youtube-dl,4,buggy,__aggregate__,1,revision_aggregate,0.033,0.0,0.033,0.033,0.2756609126826293,0.0,0.2756609126826293,0.2756609126826293,10396.0,0.0,10396.0,10396.0,0.0,0.0,0.0,0.0,447.0,0.0,447.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_4_buggy,test_call
youtube-dl,4,fixed,__aggregate__,0,revision_aggregate,0.004,0.0,0.004,0.004,0.275422268183385,0.0,0.275422268183385,0.275422268183385,10387.0,0.0,10387.0,10387.0,0.0,0.0,0.0,0.0,447.0,0.0,447.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_4_fixed,test_call
youtube-dl,41,buggy,__aggregate__,1,revision_aggregate,0.021,0.0,0.021,0.021,0.2609793033821302,0.0,0.2609793033821302,0.2609793033821302,3102.0,0.0,3102.0,3102.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_41_buggy,test_unified_dates
youtube-dl,41,fixed,__aggregate__,0,revision_aggregate,0.004,0.0,0.004,0.004,0.2608110381961972,0.0,0.2608110381961972,0.2608110381961972,3100.0,0.0,3100.0,3100.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_41_fixed,test_unified_dates
youtube-dl,42,buggy,__aggregate__,1,revision_aggregate,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_42_buggy,test_fix_xml_ampersands
youtube-dl,42,fixed,__aggregate__,0,revision_aggregate,0.0,0.0,0.0,0.0,0.2538335158817086,0.0,0.2538335158817086,0.2538335158817086,2781.0,0.0,2781.0,2781.0,0.7142857142857143,0.0,0.7142857142857143,0.7142857142857143,144.0,0.0,144.0,144.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_42_fixed,test_fix_xml_ampersands
youtube-dl,5,buggy,__aggregate__,1,revision_aggregate,0.033,0.0,0.033,0.033,0.2736926968947207,0.0,0.2736926968947207,0.2736926968947207,9845.0,0.0,9845.0,9845.0,0.0,0.0,0.0,0.0,435.0,0.0,435.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_5_buggy,test_unified_timestamps
youtube-dl,5,fixed,__aggregate__,0,revision_aggregate,0.014,0.0,0.014,0.014,0.2736926968947207,0.0,0.2736926968947207,0.2736926968947207,9845.0,0.0,9845.0,9845.0,0.0,0.0,0.0,0.0,435.0,0.0,435.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_5_fixed,test_unified_timestamps
youtube-dl,6,buggy,__aggregate__,1,revision_aggregate,0.008,0.0,0.008,0.008,0.2743970503670128,0.0,0.2743970503670128,0.2743970503670128,8112.0,0.0,8112.0,8112.0,0.0,0.0,0.0,0.0,396.0,0.0,396.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_6_buggy,test_parse_dfxp_time_expr
youtube-dl,6,fixed,__aggregate__,0,revision_aggregate,0.0,0.0,0.0,0.0,0.2747226731601732,0.0,0.2747226731601732,0.2747226731601732,8123.0,0.0,8123.0,8123.0,0.0,0.0,0.0,0.0,396.0,0.0,396.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_6_fixed,test_parse_dfxp_time_expr
youtube-dl,7,buggy,__aggregate__,1,revision_aggregate,0.011,0.0,0.011,0.011,0.2777002024715492,0.0,0.2777002024715492,0.2777002024715492,7955.0,0.0,7955.0,7955.0,0.0,0.0,0.0,0.0,393.0,0.0,393.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_7_buggy,test_js_to_json_realworld
youtube-dl,7,fixed,__aggregate__,0,revision_aggregate,0.001,0.0,0.001,0.001,0.2778049291349577,0.0,0.2778049291349577,0.2778049291349577,7958.0,0.0,7958.0,7958.0,0.0,0.0,0.0,0.0,393.0,0.0,393.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_7_fixed,test_js_to_json_realworld
youtube-dl,8,buggy,__aggregate__,1,revision_aggregate,0.089,0.0,0.089,0.089,0.291080694893585,0.0,0.291080694893585,0.291080694893585,7741.0,0.0,7741.0,7741.0,0.0,0.0,0.0,0.0,387.0,0.0,387.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_8_buggy,test_youtube_format_selection
youtube-dl,8,fixed,__aggregate__,0,revision_aggregate,2.454,0.0,2.454,2.454,0.2931222502162223,0.0,0.2931222502162223,0.2931222502162223,7795.0,0.0,7795.0,7795.0,0.0,0.0,0.0,0.0,387.0,0.0,387.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_8_fixed,test_youtube_format_selection
youtube-dl,9,buggy,__aggregate__,1,revision_aggregate,0.065,0.0,0.065,0.065,0.2909111428786397,0.0,0.2909111428786397,0.2909111428786397,7733.0,0.0,7733.0,7733.0,0.0,0.0,0.0,0.0,387.0,0.0,387.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_9_buggy,test_youtube_format_selection
youtube-dl,9,fixed,__aggregate__,0,revision_aggregate,2.878,0.0,2.878,2.878,0.2928875014104637,0.0,0.2928875014104637,0.2928875014104637,7787.0,0.0,7787.0,7787.0,0.0,0.0,0.0,0.0,387.0,0.0,387.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C:\Users\chenj\Desktop\MITACS\BugsInPy\workspace\youtube-dl_9_fixed,test_youtube_format_selection
